source:test_barley/clusters_cds_t3	Alexis.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	AmagiNijo.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Beiqing5.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Esterel.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Franka.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Himala2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_ECI-2-0.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_Turkey-19-24.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_XZ2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Morex_MIPS_cDNAs.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Padanggamu.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	SBCC073_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	Scarlett_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	TX9425.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Yiwuerleng.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	
20929_TR25650-c0_g3_i5.fna	1	1	1	2	1	1	0	0	1	0	1	0	1	1	3	
20932_TR27584-c1_g1_i1.fna	1	0	0	0	1	1	0	0	2	0	0	0	0	0	0	
20938_TR28708-c0_g1_i1.fna	1	1	1	1	3	2	2	1	1	0	0	1	1	1	1	
20941_TR30048-c0_g1_i1.fna	2	1	1	2	2	2	2	2	1	2	1	1	1	1	1	
20942_TR30686-c0_g1_i1.fna	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
20945_TR31941-c0_g1_i1.fna	3	2	2	1	3	1	3	2	2	7	1	2	3	0	0	
20947_TR32196-c0_g1_i1.fna	2	0	1	0	0	0	1	0	1	1	1	1	0	0	0	
20948_TR32495-c0_g1_i1.fna	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	
20949_TR32584-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
20953_TR35347-c0_g1_i1.fna	1	0	1	2	1	0	0	2	1	1	0	0	1	0	1	
20954_TR35786-c0_g1_i1.fna	1	1	0	0	2	1	1	0	0	1	1	1	0	1	0	
20955_TR529-c0_g1_i1.fna	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	
20957_TR561-c0_g1_i1.fna	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	
20960_TR1046-c0_g1_i1.fna	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
20964_TR1233-c0_g1_i1.fna	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	
20965_TR1421-c0_g1_i1.fna	1	1	1	1	0	1	1	2	0	3	1	0	1	0	1	
20966_TR2434-c0_g1_i1.fna	1	0	0	0	1	1	1	1	0	0	0	1	1	0	0	
20969_TR3811-c0_g2_i1.fna	1	1	1	1	1	1	1	3	1	4	1	1	1	1	2	
20970_TR4841-c0_g1_i1.fna	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	
20971_TR5091-c0_g1_i1.fna	1	1	0	1	0	1	1	0	1	0	1	1	3	1	2	
20972_TR5371-c0_g1_i2.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
20973_TR5552-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
20977_TR5989-c0_g1_i1.fna	1	1	0	1	1	1	2	1	1	3	1	2	1	0	1	
20979_TR6171-c0_g1_i1.fna	1	0	1	0	0	1	0	0	0	1	0	0	2	0	0	
20980_TR6710-c0_g1_i2.fna	1	0	1	0	0	1	0	1	1	0	0	2	1	0	0	
20982_TR7318-c0_g1_i4.fna	1	1	0	1	1	0	0	0	1	2	1	1	0	1	1	
20983_TR7985-c0_g1_i1.fna	1	0	1	0	0	1	0	1	1	0	0	0	1	0	1	
20985_TR8906-c0_g1_i1.fna	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	
20986_TR9398-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
20991_TR10859-c2_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	
20992_TR11050-c0_g1_i1.fna	1	2	0	1	2	0	0	2	0	1	0	0	0	3	0	
20994_TR11424-c0_g1_i1.fna	2	1	0	1	1	0	0	1	1	1	1	0	1	1	0	
20995_TR11467-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	
20997_TR13331-c0_g1_i1.fna	1	1	1	1	1	0	0	1	1	1	2	0	2	0	2	
20998_TR15930-c0_g1_i1.fna	1	0	2	0	0	0	0	2	0	0	0	0	0	1	0	
20999_TR15959-c0_g1_i1.fna	1	1	1	1	1	0	1	1	1	4	0	1	1	1	0	
21000_TR16198-c0_g1_i1.fna	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	
21001_TR16595-c0_g1_i2.fna	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	
21005_TR16863-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	2	1	0	0	1	1	
21007_TR17386-c1_g1_i1.fna	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	
21011_TR17952-c0_g1_i1.fna	2	3	2	1	1	0	2	2	1	2	2	3	5	1	1	
21012_TR18039-c1_g1_i1.fna	1	1	0	1	1	1	0	1	0	1	0	1	1	1	1	
21013_TR18407-c0_g1_i1.fna	1	1	2	1	1	1	3	2	2	1	2	2	2	2	1	
21017_TR18975-c0_g1_i1.fna	2	1	1	2	0	1	1	1	1	1	2	3	3	1	0	
21018_TR19030-c0_g1_i1.fna	2	1	0	1	1	0	0	2	0	1	0	0	0	0	0	
21022_TR21509-c0_g1_i1.fna	3	2	2	2	3	2	1	2	4	4	1	2	4	3	1	
21023_TR24411-c0_g2_i1.fna	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	
21024_TR24475-c0_g1_i1.fna	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	
21025_TR24485-c0_g1_i1.fna	1	2	0	1	0	1	2	0	1	0	0	1	0	1	0	
21027_TR24919-c0_g1_i1.fna	2	0	0	0	0	0	1	1	1	2	1	1	1	1	1	
21030_TR25564-c0_g2_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21031_TR25620-c0_g1_i1.fna	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	
21033_TR26202-c0_g1_i1.fna	1	0	2	4	3	1	3	3	1	1	2	1	2	0	0	
21034_TR26280-c0_g1_i1.fna	1	0	1	0	1	0	3	1	1	2	0	0	0	0	0	
21037_TR27877-c0_g1_i1.fna	2	0	2	1	1	1	2	1	1	4	1	1	1	0	1	
21038_TR28598-c0_g1_i1.fna	2	1	1	1	1	0	0	0	1	0	1	1	0	1	1	
21039_TR28658-c1_g1_i1.fna	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	
21041_TR31041-c0_g1_i1.fna	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
21043_TR31767-c0_g1_i1.fna	1	1	1	1	1	0	1	1	2	0	0	1	1	0	0	
21044_TR32862-c0_g1_i1.fna	1	1	1	0	0	0	0	0	1	2	0	1	1	0	0	
21047_TR33889-c0_g2_i1.fna	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	
21050_TR35127-c0_g1_i3.fna	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	
21052_TR36456-c1_g6_i3.fna	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	
21053_TR10035-c0_g1_i1.fna	2	1	1	1	0	2	2	2	1	1	1	1	1	1	1	
21057_TR791-c0_g1_i1.fna	1	1	1	1	1	0	1	1	1	3	1	1	1	1	2	
21058_TR970-c0_g1_i1.fna	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	
21061_TR2134-c2_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
21062_TR2273-c0_g1_i1.fna	1	1	1	1	0	1	1	1	1	1	0	2	2	1	1	
21063_TR2911-c0_g1_i1.fna	1	2	0	1	0	0	1	2	1	0	0	0	1	0	1	
21065_TR3482-c0_g1_i1.fna	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	
21067_TR4748-c2_g1_i1.fna	1	1	1	2	1	1	2	0	0	0	1	1	0	1	0	
21069_TR4933-c0_g1_i1.fna	1	1	1	0	2	2	2	0	1	0	2	2	1	0	0	
21070_TR5134-c0_g1_i1.fna	1	0	1	1	4	0	3	2	1	5	1	0	1	1	0	
21071_TR5559-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	
21073_TR6410-c0_g1_i1.fna	2	1	1	1	1	0	1	1	0	0	1	1	0	1	0	
21075_TR7661-c0_g1_i1.fna	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	
21077_TR7767-c0_g1_i1.fna	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	
21079_TR8573-c2_g5_i1.fna	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	
21080_TR8644-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21081_TR8712-c0_g4_i1.fna	1	0	0	0	1	1	0	0	0	4	0	0	0	1	1	
21082_TR8887-c0_g1_i1.fna	1	1	1	1	1	1	0	0	1	0	0	1	1	2	0	
21083_TR9193-c0_g1_i1.fna	4	2	2	3	1	2	4	2	1	7	2	2	2	2	3	
21084_TR9245-c0_g1_i1.fna	2	0	0	0	0	0	0	0	0	1	0	2	3	0	0	
21087_TR10258-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	
21089_TR10587-c1_g1_i1.fna	1	0	1	0	1	1	0	1	1	0	0	0	0	0	1	
21091_TR11562-c0_g1_i1.fna	2	1	1	0	0	0	2	0	0	1	2	0	0	1	1	
21092_TR11568-c0_g1_i1.fna	1	2	1	2	1	0	3	1	1	4	0	2	1	0	0	
21093_TR11928-c0_g1_i1.fna	1	0	0	0	1	1	1	2	1	1	0	1	2	2	0	
21094_TR12131-c0_g2_i4.fna	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	
21096_TR12557-c0_g1_i1.fna	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	
21097_TR12854-c0_g1_i1.fna	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	
21101_TR15588-c0_g1_i1.fna	1	1	1	1	0	1	1	1	1	1	1	0	1	0	2	
21103_TR17044-c0_g1_i1.fna	1	1	2	1	1	3	1	1	1	2	1	0	0	1	1	
21104_TR17128-c0_g1_i1.fna	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	
21107_TR19300-c0_g1_i1.fna	1	1	1	0	1	0	0	1	1	0	0	0	1	1	0	
21108_TR21208-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	
21110_TR23213-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21112_TR23325-c0_g1_i1.fna	2	1	2	1	2	1	3	1	0	2	1	2	2	1	1	
21113_TR23985-c0_g1_i1.fna	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	
21114_TR24739-c0_g1_i1.fna	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	
21116_TR25667-c1_g1_i2.fna	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	
21117_TR25742-c0_g1_i1.fna	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	
21118_TR25823-c0_g1_i1.fna	1	1	3	1	1	2	2	1	1	2	2	1	1	2	1	
21119_TR26451-c0_g1_i1.fna	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	
21120_TR27434-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
21121_TR28544-c0_g1_i1.fna	2	1	4	1	3	1	1	1	1	2	1	2	2	0	0	
21122_TR28995-c0_g1_i1.fna	1	0	1	1	1	2	0	1	2	3	0	1	2	1	0	
21123_TR29948-c0_g1_i1.fna	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	
21127_TR30711-c0_g1_i1.fna	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	
21128_TR31096-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21137_TR34361-c0_g1_i1.fna	1	0	0	0	1	0	1	1	0	6	0	1	0	0	0	
21142_TR36026-c1_g1_i1.fna	3	1	1	3	2	2	3	2	1	1	2	0	0	3	2	
21143_TR36292-c0_g1_i1.fna	1	3	2	4	3	1	3	1	2	1	1	2	1	0	0	
21145_TR363-c0_g2_i1.fna	1	1	1	3	1	0	1	1	1	1	0	1	1	1	2	
21147_TR1933-c0_g1_i1.fna	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	
21148_TR2626-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21152_TR3396-c0_g1_i1.fna	1	1	1	1	2	1	1	2	1	2	1	2	2	1	1	
21153_TR3916-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	3	1	1	1	1	0	
21154_TR4122-c1_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	
21155_TR4367-c0_g1_i1.fna	1	1	0	2	1	0	1	1	1	2	0	0	1	0	0	
21158_TR5129-c0_g1_i1.fna	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	
21161_TR6143-c0_g1_i1.fna	1	0	1	1	1	1	0	0	1	0	0	0	0	1	0	
21163_TR6542-c0_g1_i1.fna	3	1	3	1	1	0	1	1	1	1	2	2	3	1	2	
21164_TR6818-c0_g2_i1.fna	1	0	0	0	0	1	0	1	0	1	0	1	2	0	0	
21165_TR7160-c0_g1_i1.fna	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	
21172_TR9162-c0_g1_i1.fna	1	0	1	0	0	0	1	1	1	0	0	0	2	1	0	
21173_TR9447-c0_g2_i1.fna	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	
21176_TR10948-c0_g1_i1.fna	1	2	1	2	1	1	1	1	1	2	1	0	0	0	1	
21177_TR11250-c0_g2_i1.fna	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	
21180_TR12062-c0_g1_i1.fna	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	
21181_TR12572-c0_g1_i5.fna	1	0	0	2	2	0	0	1	1	0	1	0	1	1	1	
21182_TR12689-c0_g1_i1.fna	2	0	2	2	2	1	2	0	2	1	0	0	1	0	0	
21183_TR12761-c0_g1_i1.fna	1	1	1	0	1	0	1	0	1	0	0	0	0	1	0	
21185_TR14077-c0_g1_i1.fna	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	
21186_TR14123-c0_g1_i1.fna	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	
21187_TR14233-c0_g1_i1.fna	2	1	0	1	1	1	1	1	1	0	1	0	1	1	0	
21188_TR14385-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	
21189_TR15009-c0_g1_i1.fna	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	
21191_TR15504-c0_g1_i3.fna	1	1	2	1	1	2	1	1	0	0	0	0	1	0	1	
21197_TR17039-c0_g1_i1.fna	1	1	0	1	1	0	0	0	0	0	1	0	0	2	1	
21198_TR18348-c0_g1_i1.fna	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	
21199_TR18850-c0_g1_i1.fna	2	0	0	0	1	0	1	1	2	2	0	0	1	1	0	
21203_TR19575-c1_g1_i1.fna	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	
21206_TR20393-c0_g2_i3.fna	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	
21207_TR20394-c0_g1_i1.fna	2	2	2	1	1	0	2	1	1	2	1	2	1	1	2	
21208_TR20622-c0_g1_i1.fna	1	2	1	0	2	0	3	2	3	3	1	2	1	0	1	
21209_TR20642-c0_g1_i1.fna	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	
21211_TR20704-c0_g1_i1.fna	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	
21214_TR21144-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21216_TR21615-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
21221_TR22444-c0_g1_i1.fna	2	2	4	1	1	1	1	2	1	3	1	1	1	1	1	
21222_TR22459-c0_g1_i1.fna	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	
21224_TR22473-c1_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	
21225_TR23102-c0_g1_i1.fna	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	
21227_TR23762-c0_g1_i1.fna	1	1	1	0	0	2	1	1	1	0	0	0	1	1	1	
21228_TR24090-c0_g1_i1.fna	4	4	3	4	3	3	1	2	3	1	2	1	2	3	3	
21230_TR24694-c0_g1_i1.fna	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	
21231_TR24721-c0_g1_i1.fna	1	0	1	0	1	0	1	0	0	6	1	1	1	1	0	
21232_TR25080-c0_g1_i1.fna	1	2	1	1	0	1	1	1	2	2	1	1	0	1	1	
21235_TR25939-c0_g1_i1.fna	2	1	1	1	0	1	1	1	1	0	1	2	1	2	0	
21238_TR28066-c0_g1_i1.fna	1	0	1	1	1	1	1	0	0	2	0	1	1	0	0	
21239_TR28125-c0_g1_i1.fna	1	1	1	0	0	0	2	1	1	4	1	1	1	1	1	
21240_TR28509-c0_g1_i1.fna	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	
21241_TR29305-c2_g1_i16.fna	1	1	2	0	1	0	1	0	0	1	1	1	1	0	0	
21243_TR30098-c0_g2_i1.fna	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
21248_TR31699-c0_g2_i1.fna	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	
21250_TR32128-c0_g1_i2.fna	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
21252_TR32305-c0_g1_i1.fna	1	1	2	1	1	1	2	1	1	2	1	1	1	1	0	
21253_TR32468-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21255_TR32759-c0_g1_i2.fna	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	
21259_TR34181-c0_g1_i1.fna	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	
21261_TR35199-c0_g1_i1.fna	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	
21262_TR35524-c0_g1_i1.fna	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	
21263_TR35721-c0_g1_i1.fna	1	1	2	1	0	0	0	1	1	3	0	1	1	0	0	
21264_TR36310-c0_g2_i1.fna	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	
21265_TR36458-c0_g1_i1.fna	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	
21266_TR36537-c0_g1_i1.fna	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	
21268_TR28-c0_g1_i1.fna	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	
21269_TR750-c0_g1_i2.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21273_TR919-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	5	1	2	1	0	1	
21276_TR1311-c0_g1_i1.fna	1	1	1	0	0	0	1	0	1	0	1	1	0	0	1	
21277_TR1735-c0_g1_i1.fna	1	1	1	0	1	1	1	1	1	2	1	1	2	0	2	
21278_TR1882-c0_g1_i1.fna	2	2	1	0	2	0	0	0	1	2	1	1	1	1	1	
21280_TR2217-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	3	1	3	2	1	1	
21281_TR3592-c0_g1_i1.fna	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	
21285_TR4379-c0_g1_i1.fna	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	
21287_TR4733-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	
21289_TR6476-c0_g1_i1.fna	1	0	0	1	1	0	1	1	1	0	0	0	0	1	1	
21290_TR6509-c1_g1_i1.fna	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	
21292_TR7043-c1_g1_i1.fna	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	
21293_TR7113-c0_g2_i2.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21294_TR7263-c0_g1_i1.fna	2	0	0	1	1	1	0	0	0	0	0	0	0	1	1	
21295_TR7470-c0_g1_i1.fna	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	
21299_TR8443-c0_g1_i1.fna	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	
21301_TR9282-c0_g1_i1.fna	1	1	1	1	0	1	0	2	1	1	1	1	1	1	1	
21302_TR9406-c0_g1_i1.fna	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	
21304_TR10193-c0_g1_i1.fna	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	
21306_TR10587-c0_g7_i15.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21308_TR10850-c0_g1_i1.fna	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	
21309_TR11061-c0_g1_i1.fna	2	1	2	1	2	0	1	1	1	1	3	3	2	0	1	
21310_TR11482-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21312_TR13958-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
21316_TR14628-c0_g1_i1.fna	1	1	0	1	0	1	0	1	1	0	1	0	0	0	1	
21318_TR14970-c0_g1_i1.fna	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	
21319_TR15248-c0_g1_i1.fna	1	1	2	3	1	1	1	2	2	1	1	1	1	1	1	
21323_TR17878-c0_g1_i1.fna	2	3	2	1	3	0	1	0	1	2	2	2	2	3	2	
21325_TR18717-c0_g1_i1.fna	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	
21326_TR18806-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	
21327_TR19911-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	
21328_TR20085-c0_g1_i1.fna	2	1	0	1	2	1	0	2	0	0	1	3	1	0	1	
21331_TR22634-c0_g1_i2.fna	1	2	2	2	2	1	1	1	2	0	2	1	1	2	1	
21333_TR22734-c0_g1_i1.fna	1	1	1	2	4	0	2	0	2	0	1	0	0	1	0	
21337_TR24368-c0_g1_i1.fna	2	2	1	2	2	0	1	1	1	4	0	0	1	0	0	
21338_TR24708-c0_g1_i1.fna	2	2	2	0	3	2	1	2	1	0	1	3	2	2	1	
21340_TR24994-c0_g1_i1.fna	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	
21343_TR25070-c0_g1_i1.fna	1	5	4	1	1	1	2	0	1	0	1	1	2	0	1	
21344_TR25412-c0_g1_i1.fna	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	
21345_TR26006-c0_g1_i1.fna	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	
21347_TR28999-c0_g3_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	
21355_TR29054-c0_g1_i1.fna	1	2	1	2	1	1	1	2	1	1	1	1	1	2	0	
21356_TR29366-c0_g1_i1.fna	1	0	2	0	1	1	0	1	1	2	0	1	2	1	0	
21357_TR29897-c0_g2_i1.fna	1	0	0	1	1	1	0	2	0	0	1	1	1	0	0	
21358_TR30153-c0_g1_i1.fna	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	
21359_TR30956-c0_g1_i1.fna	1	0	0	0	1	0	2	0	2	2	0	0	1	0	0	
21361_TR31589-c1_g1_i1.fna	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	
21362_TR31972-c0_g1_i1.fna	2	2	1	1	1	2	0	2	2	1	1	1	1	2	2	
21364_TR33101-c0_g1_i1.fna	1	1	0	1	1	1	1	0	0	1	0	0	1	2	1	
21367_TR33505-c1_g1_i1.fna	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	
21371_TR35222-c0_g1_i1.fna	2	2	1	2	1	1	1	2	1	0	2	2	0	1	1	
21372_TR35671-c0_g1_i1.fna	1	1	0	1	1	2	2	2	2	2	2	1	3	1	2	
21373_TR36015-c1_g1_i1.fna	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	
21374_TR36137-c1_g1_i1.fna	1	2	2	2	1	2	1	2	1	1	1	2	1	1	1	
21376_TR4397-c0_g1_i1.fna	1	1	0	1	0	1	1	1	0	0	1	1	0	1	1	
21379_TR528-c0_g1_i1.fna	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	
21381_TR870-c0_g1_i1.fna	1	1	2	1	1	1	1	1	1	0	1	0	0	1	0	
21385_TR1247-c0_g1_i1.fna	2	1	3	1	1	1	1	3	2	2	1	0	0	1	1	
21387_TR2014-c0_g1_i1.fna	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	
21389_TR3275-c0_g1_i1.fna	1	2	1	1	1	0	2	2	1	1	0	0	0	0	0	
21390_TR3479-c0_g1_i1.fna	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	
21392_TR4270-c0_g1_i1.fna	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	
21395_TR5113-c0_g1_i1.fna	3	1	1	1	0	1	0	1	1	0	1	0	0	0	0	
21398_TR5789-c1_g1_i1.fna	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	
21399_TR6022-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	0	0	1	1	1	1	
21400_TR6062-c0_g1_i1.fna	2	0	0	1	2	1	1	3	1	2	0	0	2	2	1	
21401_TR6596-c0_g1_i1.fna	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	
21402_TR8278-c1_g3_i2.fna	1	0	0	2	0	0	1	1	1	0	0	0	1	0	0	
21404_TR8749-c1_g1_i1.fna	1	1	1	1	1	0	1	1	1	1	0	1	3	0	0	
21405_TR9260-c0_g2_i1.fna	1	1	0	1	1	1	1	1	0	0	1	1	0	1	1	
21406_TR9327-c0_g1_i2.fna	1	0	0	1	1	1	2	2	0	0	1	1	1	1	1	
21409_TR10721-c0_g1_i1.fna	1	0	0	0	1	1	0	1	1	1	1	1	1	0	0	
21410_TR10763-c0_g1_i1.fna	1	2	1	1	1	0	1	2	2	1	1	0	0	0	1	
21411_TR10932-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
21414_TR11027-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
21417_TR11923-c0_g1_i1.fna	2	1	1	2	2	1	2	2	2	2	1	1	1	1	0	
21418_TR12225-c0_g1_i1.fna	2	1	2	1	1	1	1	1	2	2	2	3	1	1	1	
21421_TR13170-c0_g1_i1.fna	3	0	0	0	0	1	0	1	0	0	1	0	0	1	1	
21425_TR13387-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	
21426_TR13521-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
21427_TR14478-c1_g1_i1.fna	2	1	0	0	2	0	0	0	0	0	0	0	0	1	0	
21428_TR15232-c0_g2_i3.fna	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	
21431_TR15263-c0_g1_i3.fna	2	2	2	1	2	1	1	1	2	0	2	2	0	0	1	
