# /home/contrera/soft/github/get_homologues//pfam_enrich.pl -d cds_est_homologues -c clusters_cds -x clusters_cds_t3/SBCC073_pangenes_list.txt -n 1 -s 0 -e 1 -t greater -p 1.00 -r SBCC073 -f SBCC073_accessory.fna

# parsing clusters...
# 39538 sequences extracted from 112499 clusters

# total experiment sequence ids = 6304
# total control    sequence ids = 39538

# parse_Pfam_freqs: set1 = 813 Pfams set2 = 3863 Pfams


# created FASTA file: SBCC073_accessory.fna

# sequences=6304 mean length=400.3 , seqs/cluster=1.14

# fisher exact test type: 'greater'
# multi-testing p-value adjustment: fdr
# adjusted p-value threshold: 1

# total annotated domains: experiment=1898 control=19558

#PfamID	counts(exp)	counts(ctr)	freq(exp)	freq(ctr)	p-value	p-value(adj)	description
PF02791	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	DDT domain
PF02792	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Mago nashi protein
PF02799	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Myristoyl-CoA:protein N-myristoyltransferase, C-terminal domain
PF02800	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain
PF02803	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	Thiolase, C-terminal domain
PF02806	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Alpha amylase, C-terminal all-beta domain
PF02807	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ATP:guanido phosphotransferase, N-terminal domain
PF02809	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Ubiquitin interaction motif
PF02810	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	SEC-C motif
PF02811	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	PHP domain
PF02812	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain
PF02815	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	MIR domain
PF02817	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	e3 binding domain
PF02823	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ATP synthase, Delta/Epsilon chain, beta-sandwich domain
PF02824	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	TGS domain
PF02826	0	13	0.000e+00	6.647e-04	1.000e+00	1.000e+00	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain
PF02836	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Glycosyl hydrolases family 2, TIM barrel domain
PF02840	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Prp18 domain
PF02841	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Guanylate-binding protein, C-terminal domain
PF02843	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Phosphoribosylglycinamide synthetase, C domain
PF02844	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Phosphoribosylglycinamide synthetase, N domain
PF02845	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	CUE domain
PF02847	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	MA3 domain
PF02854	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	MIF4G domain
PF02862	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	DDHD domain
PF02866	0	10	0.000e+00	5.113e-04	1.000e+00	1.000e+00	lactate/malate dehydrogenase, alpha/beta C-terminal domain
PF02874	0	10	0.000e+00	5.113e-04	1.000e+00	1.000e+00	ATP synthase alpha/beta family, beta-barrel domain
PF02875	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Mur ligase family, glutamate ligase domain
PF02877	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Poly(ADP-ribose) polymerase, regulatory domain
PF02878	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I
PF02879	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II
PF02880	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III
PF02881	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	SRP54-type protein, helical bundle domain
PF02882	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
PF02883	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Adaptin C-terminal domain
PF02885	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Glycosyl transferase family, helical bundle domain
PF02886	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	LBP / BPI / CETP family, C-terminal domain
PF02893	0	13	0.000e+00	6.647e-04	1.000e+00	1.000e+00	GRAM domain
PF02894	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Oxidoreductase family, C-terminal alpha/beta domain
PF02896	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	PEP-utilising enzyme, PEP-binding domain
PF02897	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Prolyl oligopeptidase, N-terminal beta-propeller domain
PF02900	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Catalytic LigB subunit of aromatic ring-opening dioxygenase
PF02906	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Iron only hydrogenase large subunit, C-terminal domain
PF02910	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Fumarate reductase flavoprotein C-term
PF02911	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Formyl transferase, C-terminal domain
PF02913	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	FAD linked oxidases, C-terminal domain
PF02915	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Rubrerythrin
PF02919	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Eukaryotic DNA topoisomerase I, DNA binding fragment
PF02921	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Ubiquinol cytochrome reductase transmembrane region
PF02922	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)
PF02926	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	THUMP domain
PF02928	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	C5HC2 zinc finger
PF02933	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Cell division protein 48 (CDC48), domain 2
PF02934	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	GatB/GatE catalytic domain
PF02937	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Cytochrome c oxidase subunit VIc
PF02939	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	UcrQ family
PF02941	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Ferredoxin thioredoxin reductase variable alpha chain
PF02953	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Tim10/DDP family zinc finger
PF02969	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	TATA box binding protein associated factor (TAF)
PF02970	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Tubulin binding cofactor A
PF02990	0	11	0.000e+00	5.624e-04	1.000e+00	1.000e+00	Endomembrane protein 70
PF02991	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Autophagy protein Atg8 ubiquitin like
PF02996	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Prefoldin subunit
PF03000	0	14	0.000e+00	7.158e-04	1.000e+00	1.000e+00	NPH3 family
PF03004	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Plant transposase (Ptta/En/Spm family)
PF03006	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Haemolysin-III related
PF03007	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Wax ester synthase-like Acyl-CoA acyltransferase domain
PF03009	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	Glycerophosphoryl diester phosphodiesterase family
PF03015	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Male sterility protein
PF03017	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	TNP1/EN/SPM transposase
PF03018	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Dirigent-like protein
PF03024	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Folate receptor family
PF03029	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Conserved hypothetical ATP binding protein
PF03033	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Glycosyltransferase family 28 N-terminal domain
PF03034	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Phosphatidyl serine synthase
PF03040	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	CemA family
PF03054	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	tRNA methyl transferase
PF03055	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Retinal pigment epithelial membrane protein
PF03059	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Nicotianamine synthase protein
PF03060	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Nitronate monooxygenase
PF03062	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	MBOAT, membrane-bound O-acyltransferase family
PF03069	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Acetamidase/Formamidase family
PF03070	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	TENA/THI-4/PQQC family
PF03071	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	GNT-I family
PF03079	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	ARD/ARD' family
PF03080	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Neprosin
PF03091	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	CutA1 divalent ion tolerance protein
PF03092	0	10	0.000e+00	5.113e-04	1.000e+00	1.000e+00	BT1 family
PF03095	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Phosphotyrosyl phosphate activator (PTPA) protein
PF03097	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	BRO1-like domain
PF03098	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Animal haem peroxidase
PF03099	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Biotin/lipoate A/B protein ligase family
PF03104	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	DNA polymerase family B, exonuclease domain
PF03105	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	SPX domain
PF03107	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	C1 domain
PF03110	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	SBP domain
PF03129	0	9	0.000e+00	4.602e-04	1.000e+00	1.000e+00	Anticodon binding domain
PF03130	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	PBS lyase HEAT-like repeat
PF03133	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Tubulin-tyrosine ligase family
PF03134	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	TB2/DP1, HVA22 family
PF03143	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Elongation factor Tu C-terminal domain
PF03144	0	16	0.000e+00	8.181e-04	1.000e+00	1.000e+00	Elongation factor Tu domain 2
PF03147	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ferredoxin-fold anticodon binding domain
PF03151	0	28	0.000e+00	1.432e-03	1.000e+00	1.000e+00	Triose-phosphate Transporter family
PF03152	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ubiquitin fusion degradation protein UFD1
PF03153	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Transcription factor IIA, alpha/beta subunit
PF03155	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	ALG6, ALG8 glycosyltransferase family
PF03159	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	XRN 5'-3' exonuclease N-terminus
PF03161	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	LAGLIDADG DNA endonuclease family
PF03162	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Tyrosine phosphatase family
PF03167	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Uracil DNA glycosylase superfamily
PF03168	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Late embryogenesis abundant protein
PF03177	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Non-repetitive/WGA-negative nucleoporin C-terminal
PF03178	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	CPSF A subunit region
PF03179	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Vacuolar (H+)-ATPase G subunit
PF03181	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	BURP domain
PF03188	0	10	0.000e+00	5.113e-04	1.000e+00	1.000e+00	Eukaryotic cytochrome b561
PF03190	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Protein of unknown function, DUF255
PF03193	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	RsgA GTPase
PF03195	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Lateral organ boundaries (LOB) domain
PF03199	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Eukaryotic glutathione synthase
PF03200	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Glycosyl hydrolase family 63 C-terminal domain
PF03208	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	PRA1 family protein
PF03219	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	TLC ATP/ADP transporter
PF03223	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	V-ATPase subunit C
PF03224	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	V-ATPase subunit H
PF03227	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Gamma interferon inducible lysosomal thiol reductase (GILT)
PF03244	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Photosystem I reaction centre subunit VI
PF03248	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Rer1 family
PF03256	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Anaphase-promoting complex, subunit 10 (APC10)
PF03266	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	NTPase
PF03291	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	mRNA capping enzyme
PF03297	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	S25 ribosomal protein
PF03311	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Cornichon protein
PF03317	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	ELF protein
PF03328	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	HpcH/HpaI aldolase/citrate lyase family
PF03330	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Lytic transglycolase
PF03331	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	UDP-3-O-acyl N-acetylglycosamine deacetylase
PF03343	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	SART-1 family
PF03345	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Oligosaccharyltransferase 48 kDa subunit beta
PF03348	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Serine incorporator (Serinc)
PF03350	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Uncharacterized protein family, UPF0114
PF03352	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	Methyladenine glycosylase
PF03358	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	NADPH-dependent FMN reductase
PF03360	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Glycosyltransferase family 43
PF03364	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	Polyketide cyclase / dehydrase and lipid transport
PF03366	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	YEATS family
PF03372	0	18	0.000e+00	9.203e-04	1.000e+00	1.000e+00	Endonuclease/Exonuclease/phosphatase family
PF03378	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	CAS/CSE protein, C-terminus
PF03381	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	LEM3 (ligand-effect modulator 3) family / CDC50 family
PF03385	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	STELLO glycosyltransferases
PF03392	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Insect pheromone-binding family, A10/OS-D
PF03399	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	SAC3/GANP family
PF03404	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Mo-co oxidoreductase dimerisation domain
PF03405	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Fatty acid desaturase
PF03416	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Peptidase family C54
PF03417	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase
PF03435	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Saccharopine dehydrogenase NADP binding domain
PF03439	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Early transcription elongation factor of RNA pol II, NGN section
PF03441	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	FAD binding domain of DNA photolyase
PF03446	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	NAD binding domain of 6-phosphogluconate dehydrogenase
PF03447	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Homoserine dehydrogenase, NAD binding domain
PF03453	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	MoeA N-terminal region (domain I and II)
PF03454	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	MoeA C-terminal region (domain IV)
PF03455	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	dDENN domain
PF03456	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	uDENN domain
PF03460	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Nitrite/Sulfite reductase ferredoxin-like half domain
PF03462	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	PCRF domain
PF03463	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	eRF1 domain 1
PF03464	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	eRF1 domain 2
PF03467	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Smg-4/UPF3 family
PF03468	0	11	0.000e+00	5.624e-04	1.000e+00	1.000e+00	XS domain
PF03469	0	8	0.000e+00	4.090e-04	1.000e+00	1.000e+00	XH domain
PF03471	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Transporter associated domain
PF03473	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	MOSC domain
PF03476	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	MOSC N-terminal beta barrel domain
PF03479	0	11	0.000e+00	5.624e-04	1.000e+00	1.000e+00	Plants and Prokaryotes Conserved (PCC) domain
PF03483	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	B3/4 domain
PF03484	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	tRNA synthetase B5 domain
PF03486	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	HI0933-like protein
PF03501	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Plectin/S10 domain
PF03517	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Regulator of volume decrease after cellular swelling
PF03522	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Solute carrier family 12
PF03531	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Structure-specific recognition protein (SSRP1)
PF03540	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Transcription initiation factor TFIID 23-30kDa subunit
PF03556	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Cullin binding
PF03567	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Sulfotransferase family
PF03568	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Peptidase family C50
PF03571	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Peptidase family M49
PF03572	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Peptidase family S41
PF03587	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	EMG1/NEP1 methyltransferase
PF03595	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Voltage-dependent anion channel
PF03600	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Citrate transporter
PF03602	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Conserved hypothetical protein 95
PF03618	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Kinase/pyrophosphorylase
PF03619	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	Organic solute transporter Ostalpha
PF03629	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Carbohydrate esterase, sialic acid-specific acetylesterase
PF03630	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Fumble
PF03634	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	TCP family transcription factor
PF03635	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Vacuolar protein sorting-associated protein 35
PF03637	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Mob1/phocein family
PF03641	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Possible lysine decarboxylase
PF03644	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Glycosyl hydrolase family 85
PF03649	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Uncharacterised protein family (UPF0014)
PF03650	0	5	0.000e+00	2.556e-04	1.000e+00	1.000e+00	Mitochondrial pyruvate carriers
PF03652	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Holliday junction resolvase
PF03660	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	PHF5-like protein
PF03662	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Glycosyl hydrolase family 79, N-terminal domain
PF03665	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Uncharacterised protein family (UPF0172)
PF03669	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Uncharacterised protein family (UPF0139)
PF03671	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ubiquitin fold modifier 1 protein
PF03676	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Uncharacterised protein family (UPF0183)
PF03690	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Uncharacterised protein family (UPF0160)
PF03694	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Erg28 like protein
PF03715	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Noc2p family
PF03719	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ribosomal protein S5, C-terminal domain
PF03720	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain
PF03730	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Ku70/Ku80 C-terminal arm
PF03731	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Ku70/Ku80 N-terminal alpha/beta domain
PF03735	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	ENT domain
PF03737	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Aldolase/RraA
PF03741	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Integral membrane protein TerC family
PF03759	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	PRONE (Plant-specific Rop nucleotide exchanger)
PF03764	0	7	0.000e+00	3.579e-04	1.000e+00	1.000e+00	Elongation factor G, domain IV
PF03766	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Remorin, N-terminal region
PF03767	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	HAD superfamily, subfamily IIIB (Acid phosphatase)
PF03776	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Septum formation topological specificity factor MinE
PF03789	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	ELK domain
PF03791	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	KNOX2 domain
PF03796	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	DnaB-like helicase C terminal domain
PF03800	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Nuf2 family
PF03803	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Scramblase
PF03807	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	NADP oxidoreductase coenzyme F420-dependent
PF03819	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	MazG nucleotide pyrophosphohydrolase domain
PF03822	0	22	0.000e+00	1.125e-03	1.000e+00	1.000e+00	NAF domain
PF03834	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
PF03835	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Rad4 transglutaminase-like domain
PF03839	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Translocation protein Sec62
PF03847	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Transcription initiation factor TFIID subunit A
PF03849	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Transcription factor Tfb2
PF03850	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Transcription factor Tfb4
PF03853	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	YjeF-related protein N-terminus
PF03859	0	6	0.000e+00	3.068e-04	1.000e+00	1.000e+00	CG-1 domain
PF03868	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Ribosomal protein L6, N-terminal domain
PF03870	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	RNA polymerase Rpb8
PF03871	0	4	0.000e+00	2.045e-04	1.000e+00	1.000e+00	RNA polymerase Rpb5, N-terminal domain
PF03874	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	RNA polymerase Rpb4
PF03876	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397
PF03878	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	YIF1
PF03879	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Cgr1 family
PF03881	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Fructosamine kinase
PF03896	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Translocon-associated protein (TRAP), alpha subunit
PF03900	0	1	0.000e+00	5.113e-05	1.000e+00	1.000e+00	Porphobilinogen deaminase, C-terminal domain
PF03901	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Alg9-like mannosyltransferase family
PF03908	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	Sec20
PF03909	0	9	0.000e+00	4.602e-04	1.000e+00	1.000e+00	BSD domain
PF03911	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Sec61beta family
PF03912	0	2	0.000e+00	1.023e-04	1.000e+00	1.000e+00	Psb28 protein
PF03914	0	3	0.000e+00	1.534e-04	1.000e+00	1.000e+00	CBF/Mak21 family
